,time,Viscosity,Viscosity_mark,Temperature,Temperature_mark
762,762.0,109.6,,26.7,
763,763.0,109.6,,26.7,
764,764.0,109.9,,26.7,
765,765.0,109.5,,26.7,
766,766.0,109.5,,26.7,
767,767.0,109.9,,26.7,
768,768.0,109.5,,26.7,
769,769.0,109.6,,26.7,
770,770.0,109.9,,26.7,
771,771.0,109.5,,26.7,
772,772.0,109.6,,26.7,
773,773.0,109.9,,26.7,
774,774.0,109.5,,26.7,
775,775.0,109.6,,26.7,
776,776.0,109.9,,26.7,
777,777.0,109.5,,26.7,
778,778.0,109.6,,26.7,
779,779.0,109.9,,26.7,
780,780.0,109.5,,26.7,
781,781.0,109.6,,26.7,
782,782.0,109.9,,26.7,
783,783.0,109.5,,26.7,
784,784.0,109.5,,26.7,
785,785.0,109.9,,26.7,
786,786.0,109.5,,26.7,
787,787.0,109.6,,26.7,
788,788.0,110.1,,26.7,
789,789.0,109.5,,26.7,
790,790.0,109.6,,26.7,
791,791.0,109.9,,26.7,
792,792.0,109.5,,26.7,
793,793.0,109.5,,26.7,
794,794.0,109.9,,26.7,
795,795.0,109.6,,26.7,
796,796.0,109.6,,26.7,
797,797.0,109.9,,26.7,
798,798.0,109.5,,26.7,
799,799.0,109.5,,26.7,
800,800.0,109.9,,26.7,
801,801.0,109.5,,26.7,
802,802.0,109.5,,26.7,
803,803.0,109.9,,26.7,
804,804.0,109.5,,26.7,
805,805.0,109.5,,26.7,
806,806.0,109.9,,26.7,
807,807.0,109.5,,26.7,
808,808.0,109.5,,26.7,
809,809.0,109.9,,26.7,
810,810.0,109.5,,26.7,
811,811.0,109.3,,26.7,
812,812.0,109.8,,26.7,
813,813.0,109.5,,26.7,
814,814.0,109.5,,26.7,
815,815.0,109.9,,26.7,
816,816.0,109.5,,26.7,
817,817.0,109.5,,26.7,
818,818.0,109.8,,26.7,
819,819.0,109.5,,26.7,
820,820.0,109.3,,26.7,
821,821.0,109.8,,26.7,
822,822.0,109.5,,26.7,
823,823.0,109.3,,26.7,
824,824.0,109.8,,26.7,
825,825.0,109.3,,26.7,
826,826.0,109.2,,26.7,
827,827.0,109.8,,26.7,
828,828.0,109.5,,26.7,
